work_id,units,parsed_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"jewish-thought/pur-hu-hagoral-homilies-for-purim",14,0,14,"",0,0,"UNPARSED_TYPED"
"jewish-thought/radical-then-radical-now",18,0,18,"",0,0,"UNPARSED_TYPED"
"jewish-thought/revealment-and-concealment-in-language",13,13,0,"FLAT_UNIT",13,0,"FULLY_PARSED"
"jewish-thought/sefer-haikkarim",223,0,223,"",0,0,"UNPARSED_TYPED"
"jewish-thought/sermons-unto-my-people",89,0,89,"",0,0,"UNPARSED_TYPED"
"jewish-thought/talmud-series-shemitah",9,6,3,"VARIANT_A_DOUBLED",6,0,"PARTIAL"
"jewish-thought/the-dignity-of-difference-how-to-avoid-the-clash-of-civilizations",12,0,12,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-great-partnership-god-science-and-the-search-for-meaning",19,0,19,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-home-we-build-together-recreating-society",23,0,23,"",0,0,"UNPARSED_TYPED"
"jewish-thought/the-third-beit-hamikdash",75,72,3,"VARIANT_A_DOUBLED",83,0,"PARTIAL"
"jewish-thought/the-wars-of-the-lord",723,0,723,"",0,0,"UNPARSED_TYPED"
"jewish-thought/tiferet-yisrael",71,70,1,"VARIANT_A_DOUBLED",70,0,"PARTIAL"
"jewish-thought/to-heal-a-fractured-world-the-ethics-of-responsibility",23,0,23,"",0,0,"UNPARSED_TYPED"
"jewish-thought/torat-haolah",560,0,560,"",0,0,"UNPARSED_TYPED"
"jewish-thought/tov-halevanon",574,0,574,"",0,0,"UNPARSED_TYPED"
"jewish-thought/treatise-on-logic",182,0,182,"",0,0,"UNPARSED_TYPED"
"jewish-thought/what-is-the-talmud",35,0,35,"",0,0,"UNPARSED_TYPED"
"jewish-thought/zakhor-veshamor",18,0,18,"",0,0,"UNPARSED_TYPED"
"jewish-thought/zikaron-leyom-rishon",12,0,12,"",0,0,"UNPARSED_TYPED"
"kabbalah/abulafia-chayei-haolam-haba",1,1,0,"VARIANT_B_WSR",1,0,"FULLY_PARSED"
"kabbalah/abulafia-imrei-shefer",1,1,0,"VARIANT_B_WSR",2,0,"FULLY_PARSED"
"kabbalah/asarah-perakim-leramchal",85,85,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"kabbalah/beur-eser-sefirot",46,46,0,"CHAPTER_SECTION",12,0,"FULLY_PARSED"
"kabbalah/chesed-leavraham",1348,0,1348,"",0,0,"UNPARSED_TYPED"
"kabbalah/daat-tevunot",1,0,1,"",0,0,"UNPARSED_TYPED"
"kabbalah/derech-etz-chayim-ramchal",78,0,78,"",0,0,"UNPARSED_TYPED"
"kabbalah/heikhalot-rabbati",40,0,40,"",0,0,"UNPARSED_TYPED"
"kabbalah/kalach-pitchei-chokhmah",1948,1948,0,"CHAPTER_SECTION",138,0,"FULLY_PARSED"
"kabbalah/ketem-paz-on-zohar",2101,0,2101,"",0,0,"UNPARSED_TYPED"
"kabbalah/maarekhet-haelokut",81,0,81,"",0,0,"UNPARSED_TYPED"
"kabbalah/maaseh-rokeach-on-mishnah",1506,0,1506,"",0,0,"UNPARSED_TYPED"
"kabbalah/maggid-meisharim",441,441,0,"CHAPTER_SECTION",45,0,"FULLY_PARSED"
"kabbalah/megalleh-amukkot-on-parashat-vaetchanan",280,280,0,"CHAPTER_SECTION",252,0,"FULLY_PARSED"
"kabbalah/mikdash-melekh-on-zohar",9639,0,9639,"",0,0,"UNPARSED_TYPED"
"kabbalah/mitpachat-sefarim",54,54,0,"CHAPTER_SECTION",2,0,"FULLY_PARSED"
"kabbalah/ohr-hachammah-on-zohar",19757,0,19757,"",0,0,"UNPARSED_TYPED"
"kabbalah/ohr-neerav",959,0,959,"",0,0,"UNPARSED_TYPED"
"kabbalah/ohr-penimi-on-talmud-eser-hasefirot",1655,0,1655,"",0,0,"UNPARSED_TYPED"
"kabbalah/pardes-rimmonim",3445,0,3445,"",0,0,"UNPARSED_TYPED"
"kabbalah/peri-etz-hadar",92,92,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"kabbalah/pri-yitzhak-on-sefer-yetzirah-gra-version",122,0,122,"",0,0,"UNPARSED_TYPED"
"kabbalah/raavad-on-sefer-yetzirah",451,0,451,"",0,0,"UNPARSED_TYPED"
"kabbalah/ramban-on-sefer-yetzirah",105,0,105,"",0,0,"UNPARSED_TYPED"
"kabbalah/rasag-on-sefer-yetzirah",91,0,91,"",0,0,"UNPARSED_TYPED"
"kabbalah/rashash-tefilat-harashash",1,1,0,"VARIANT_B_WSR",1,0,"FULLY_PARSED"
"kabbalah/recanati-on-the-torah",1909,0,1909,"",0,0,"UNPARSED_TYPED"
"kabbalah/sefer-habahir",46,0,46,"",0,0,"UNPARSED_TYPED"
"kabbalah/sefer-hakanah",1502,1502,0,"CHAPTER_SECTION",112,0,"FULLY_PARSED"
"kabbalah/sefer-yetzirah",48,48,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED"
"kabbalah/shaarei-orah",1559,0,1559,"",0,0,"UNPARSED_TYPED"
"kabbalah/shuvi-shuvi-hashulamit",123,123,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"kabbalah/talmud-eser-hasefirot",9441,0,9441,"",0,0,"UNPARSED_TYPED"
"kabbalah/the-beginning-of-wisdom",40,0,40,"",0,0,"UNPARSED_TYPED"
"kabbalah/the-wars-of-god",254,254,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"kabbalah/tikkunei-zohar",294,0,294,"",0,0,"UNPARSED_TYPED"
"kabbalah/zohar-chadash",4421,0,4421,"",0,0,"UNPARSED_TYPED"
"liturgy/akdamut-milin",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/azharot-of-solomon-ibn-gabirol",275,0,275,"",0,0,"UNPARSED_TYPED"
"liturgy/birkat-hamazon",10,0,10,"",0,0,"UNPARSED_TYPED"
"liturgy/hadran",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/hallel",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/kabbalat-shabbat",61,0,61,"",0,0,"UNPARSED_TYPED"
"liturgy/keter-malkhut",447,447,0,"CHAPTER_SECTION",40,0,"FULLY_PARSED"
"liturgy/kinnot-for-tisha-bav-ashkenaz",1065,0,1065,"",0,0,"UNPARSED_TYPED"
"liturgy/lekha-dodi",38,38,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"liturgy/leshon-chakhamim",127,0,127,"",0,0,"UNPARSED_TYPED"
"liturgy/maaneh-lashon-chabad",61,61,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"liturgy/maavar-yabbok",787,0,787,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-rosh-hashanah-ashkenaz",1488,0,1488,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-rosh-hashanah-ashkenaz-linear",14761,0,14761,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-ashkenaz-linear",17895,0,17895,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-edot-hamizrach",56,0,56,"",0,0,"UNPARSED_TYPED"
"liturgy/machzor-yom-kippur-sefard",67,0,67,"",0,0,"UNPARSED_TYPED"
"liturgy/marbeh-lesaper-on-pesach-haggadah",352,0,352,"",0,0,"UNPARSED_TYPED"
"liturgy/naftali-seva-ratzon-on-pesach-haggadah",54,0,54,"",0,0,"UNPARSED_TYPED"
"liturgy/perek-shirah",8,6,2,"VARIANT_A_DOUBLED",6,0,"PARTIAL"
"liturgy/pesach-haggadah",230,0,230,"",0,0,"UNPARSED_TYPED"
"liturgy/pesach-haggadah-edot-hamizrah",31,0,31,"",0,0,"UNPARSED_TYPED"
"liturgy/seder-maamadot",369,369,0,"CHAPTER_SECTION",7,0,"FULLY_PARSED"
"liturgy/selichot-edot-hamizrach",229,0,229,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-ashkenaz-lita",2682,0,2682,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-lita-linear",22257,0,22257,"",0,0,"UNPARSED_TYPED"
"liturgy/selichot-nusach-polin",2233,0,2233,"",0,0,"UNPARSED_TYPED"
"liturgy/shabbat-siddur-sefard-linear",14718,0,14718,"",0,0,"UNPARSED_TYPED"
"liturgy/shalom-aleichem",8,8,0,"CHAPTER_SECTION",1,0,"FULLY_PARSED"
"liturgy/shir-hakavod",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-ashkenaz",446,0,446,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-edot-hamizrach",3379,0,3379,"",0,0,"UNPARSED_TYPED"
"liturgy/siddur-sefard",6799,0,6799,"",0,0,"UNPARSED_TYPED"
"liturgy/tikkun-haklali",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/unetaneh-tokef",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/weekday-siddur-sefard-linear",73,0,73,"",0,0,"UNPARSED_TYPED"
"liturgy/yedid-nefesh",1,0,1,"",0,0,"UNPARSED_TYPED"
"liturgy/yizkor",1,0,1,"",0,0,"UNPARSED_TYPED"
"masorah/dikdukei-hateamim",1,1,0,"VARIANT_B_WSR",50,0,"FULLY_PARSED"
"masorah/sefat-yeter",1,1,0,"VARIANT_A_DOUBLED",1,0,"FULLY_PARSED"
"midrash/aggadat-bereshit",222,222,0,"CHAPTER_SECTION",84,0,"FULLY_PARSED"
"midrash/alphabet-of-ben-sira",104,0,104,"",0,0,"UNPARSED_TYPED"
"midrash/avot-derabbi-natan",253,253,0,"CHAPTER_SECTION",41,0,"FULLY_PARSED"
"midrash/avot-derabbi-natan-recension-b",626,0,626,"",0,0,"UNPARSED_TYPED"
"midrash/bamidbar-rabbah",23,0,23,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-01-06",511,0,511,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-07-11",428,0,428,"",0,0,"UNPARSED_TYPED"
"midrash/bereshit-rabbah/theodor-1903-parts-12-16",444,0,444,"",0,0,"UNPARSED_TYPED"
"midrash/beur-haradal-on-pirkei-derabbi-eliezer",3398,3398,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED"
"midrash/beur-hareem-on-midrash-lekach-tov",2885,0,2885,"",0,0,"UNPARSED_TYPED"
"midrash/chafetz-chaim-on-sifra",9017,0,9017,"",0,0,"UNPARSED_TYPED"
"midrash/devarim-rabbah",11,0,11,"",0,0,"UNPARSED_TYPED"
"midrash/eikhah-rabbah",91,0,91,"",0,0,"UNPARSED_TYPED"
"midrash/ein-yaakov",3192,0,3192,"",0,0,"UNPARSED_TYPED"
"midrash/ein-yaakov-glick-edition",204,0,204,"",0,0,"UNPARSED_TYPED"
"midrash/esther-rabbah",10,0,10,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-bamidbar-rabbah",311,0,311,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-bereishit-rabbah",779,0,779,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-devarim-rabbah",100,0,100,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-eichah-rabbah",595,0,595,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-esther-rabbah",181,0,181,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-kohelet-rabbah",2154,0,2154,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-ruth-rabbah",90,0,90,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-shemot-rabbah",720,0,720,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-shir-hashirim-rabbah",2617,0,2617,"",0,0,"UNPARSED_TYPED"
"midrash/etz-yosef-on-vayikra-rabbah",681,0,681,"",0,0,"UNPARSED_TYPED"
"midrash/kohelet-rabbah",21,0,21,"",0,0,"UNPARSED_TYPED"
"midrash/maharzu-hakatzar-on-bereshit-rabbah",8,0,8,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-bamidbar-rabbah",177,0,177,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-bereshit-rabbah",516,0,516,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-devarim-rabbah",57,0,57,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-eichah-rabbah",484,0,484,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-esther-rabbah",74,0,74,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-kohelet-rabbah",1683,0,1683,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-ruth-rabbah",71,0,71,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-shemot-rabbah",229,0,229,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-shir-hashirim-rabbah",1816,0,1816,"",0,0,"UNPARSED_TYPED"
"midrash/matnot-kehunah-on-vayikra-rabbah",374,0,374,"",0,0,"UNPARSED_TYPED"
"midrash/mekhilta-derabbi-shimon-ben-yochai",22,0,22,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-aggadah",3269,0,3269,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-bechiddush-on-pesach-haggadah",214,0,214,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-haittamari",1087,1087,0,"CHAPTER_SECTION",31,0,"FULLY_PARSED"
"midrash/midrash-lekach-tov",7822,0,7822,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-ecclesiastes",2,0,2,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-esther",10,0,10,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-lamentations",7,0,7,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-ruth",12,0,12,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-lekach-tov-on-song-of-songs",3,0,3,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-mishlei",31,0,31,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-pinchas",451,0,451,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-sekhel-tov",6889,0,6889,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-shmuel",207,207,0,"CHAPTER_SECTION",32,0,"FULLY_PARSED"
"midrash/midrash-shmuel-on-avot",1518,0,1518,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tanchuma",2121,0,2121,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tanchuma-buber",2086,0,2086,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tannaim-on-deuteronomy",235,0,235,"",0,0,"UNPARSED_TYPED"
"midrash/midrash-tehillim",808,808,0,"CHAPTER_SECTION",150,0,"FULLY_PARSED"
"midrash/midrash-yelamdenu-selections-from-yalkut-talmud-torah",6,0,6,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-derabbi-eliezer-on-eichah-rabbah",11,0,11,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-derabbi-eliezer-on-ruth-rabbah",1,0,1,"",0,0,"UNPARSED_TYPED"
"midrash/mishnat-rabbi-eliezer",589,589,0,"CHAPTER_SECTION",20,0,"FULLY_PARSED"
"midrash/notes-and-corrections-on-midrash-aggadah",3395,0,3395,"",0,0,"UNPARSED_TYPED"
"midrash/notes-and-corrections-on-midrash-lekach-tov",5953,0,5953,"",0,0,"UNPARSED_TYPED"
"midrash/notes-and-corrections-on-midrash-lekach-tov-on-esther",254,254,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"midrash/otzar-midrashim",5052,0,5052,"",0,0,"UNPARSED_TYPED"
"midrash/par-echad-on-pirkei-derabbi-eliezer",186,186,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED"
"midrash/perush-maharzu-on-bamidbar-rabbah",277,0,277,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-bereshit-rabbah",462,0,462,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-devarim-rabbah",74,0,74,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-eichah-rabbah",323,0,323,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-esther-rabbah",37,0,37,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-kohelet-rabbah",870,0,870,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-ruth-rabbah",68,0,68,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-shemot-rabbah",495,0,495,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-shir-hashirim-rabbah",1272,0,1272,"",0,0,"UNPARSED_TYPED"
"midrash/perush-maharzu-on-vayikra-rabbah",303,0,303,"",0,0,"UNPARSED_TYPED"
"midrash/pesikta-derav-kahana",304,304,0,"CHAPTER_SECTION",28,0,"FULLY_PARSED"
"midrash/pesikta-rabbati",34,0,34,"",0,0,"UNPARSED_TYPED"
"midrash/pirkei-avot",108,108,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED"
"midrash/pirkei-derabbi-eliezer",656,656,0,"CHAPTER_SECTION",54,0,"FULLY_PARSED"
"midrash/raavad-on-sifra",1684,0,1684,"",0,0,"UNPARSED_TYPED"
"midrash/rashi-on-bereshit-rabbah",270,0,270,"",0,0,"UNPARSED_TYPED"
"midrash/ruth-rabbah",12,0,12,"",0,0,"UNPARSED_TYPED"
"midrash/ruth-rabbah-lerner",90,0,90,"",0,0,"UNPARSED_TYPED"
"midrash/seder-olam-rabbah",2,0,2,"",0,0,"UNPARSED_TYPED"
"midrash/seder-olam-zutta",10,10,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"midrash/sefer-hayashar-midrash",308,0,308,"",0,0,"UNPARSED_TYPED"
"midrash/shemot-rabbah",52,0,52,"",0,0,"UNPARSED_TYPED"
"midrash/shir-hashirim-rabbah",24,0,24,"",0,0,"UNPARSED_TYPED"
"midrash/sifra",302,0,302,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-aggadah-on-esther",197,0,197,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-bamidbar",295,295,0,"CHAPTER_SECTION",161,0,"FULLY_PARSED"
"midrash/sifrei-devarim",2357,2357,0,"CHAPTER_SECTION",357,0,"FULLY_PARSED"
"midrash/sifrei-zuta",282,0,282,"",0,0,"UNPARSED_TYPED"
"midrash/sifrei-zuta-midrashah-shel-lod",8,0,8,"",0,0,"UNPARSED_TYPED"
"midrash/tanna-debei-eliyahu-rabbah",57,57,0,"CHAPTER_SECTION",31,0,"FULLY_PARSED"
"midrash/tanna-debei-eliyahu-zuta",98,0,98,"",0,0,"UNPARSED_TYPED"
"midrash/tanna-devei-eliyahu",49,0,49,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-derekh-eretz-rabbah",99,99,0,"CHAPTER_SECTION",11,0,"FULLY_PARSED"
"midrash/tractate-derekh-eretz-zuta",38,0,38,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-kallah",26,26,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"midrash/tractate-semachot",14,0,14,"",0,0,"UNPARSED_TYPED"
"midrash/tractate-soferim",227,227,0,"CHAPTER_SECTION",21,0,"FULLY_PARSED"
"midrash/vayikra-rabbah",37,0,37,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-bereshit-rabbah",83,0,83,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-devarim-rabbah",9,0,9,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-kohelet-rabbah",68,0,68,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-shemot-rabbah",69,0,69,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-shir-hashirim-rabbah",108,0,108,"",0,0,"UNPARSED_TYPED"
"midrash/yedei-moshe-on-vayikra-rabbah",25,0,25,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-anaf-on-eichah-rabbah",182,0,182,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-anaf-on-esther-rabbah",64,0,64,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-anaf-on-ruth-rabbah",44,0,44,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-kol-on-shir-hashirim-rabbah",1099,0,1099,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-toar-on-bamidbar-rabbah",19,0,19,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-toar-on-bereshit-rabbah",269,0,269,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-toar-on-devarim-rabbah",5,0,5,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-toar-on-shemot-rabbah",227,0,227,"",0,0,"UNPARSED_TYPED"
"midrash/yefeh-toar-on-vayikra-rabbah",124,0,124,"",0,0,"UNPARSED_TYPED"
"mishnah/a-new-israeli-commentary-on-pirkei-avot",1564,0,1564,"",0,0,"UNPARSED_TYPED"
"mishnah/bartenura-on-pirkei-avot",26,0,26,"",0,0,"UNPARSED_TYPED"
"mishnah/boaz-on-mishnah-arakhin",6,6,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-bava-metzia",10,10,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-beitzah",13,13,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-bekhorot",14,14,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-berakhot",38,38,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-bikkurim",6,6,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-chullin",16,16,0,"CHAPTER_SECTION",12,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-demai",27,27,0,"CHAPTER_SECTION",7,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-eduyot",6,6,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-eruvin",12,12,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-gittin",6,6,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-kelim",217,217,0,"CHAPTER_SECTION",30,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-keritot",19,19,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-kiddushin",8,8,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-kilayim",29,29,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-kinnim",15,15,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-maaser-sheni",9,9,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-makkot",12,12,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-megillah",6,6,0,"CHAPTER_SECTION",2,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-meilah",24,24,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-middot",22,22,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-mikvaot",91,91,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-moed-katan",2,2,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-negaim",124,124,0,"CHAPTER_SECTION",14,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-niddah",2,2,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-oholot",192,192,0,"CHAPTER_SECTION",18,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-orlah",5,5,0,"CHAPTER_SECTION",2,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-parah",126,126,0,"CHAPTER_SECTION",12,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-peah",35,35,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-pesachim",19,19,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-rosh-hashanah",7,7,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-shabbat",33,33,0,"CHAPTER_SECTION",19,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-sheviit",17,17,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-taanit",3,3,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-tahorot",125,125,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-tamid",13,13,0,"CHAPTER_SECTION",7,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-temurah",12,12,0,"CHAPTER_SECTION",6,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-terumot",24,24,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-yoma",10,10,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/boaz-on-mishnah-zevachim",11,11,0,"CHAPTER_SECTION",14,0,"FULLY_PARSED"
"mishnah/boaz-on-pirkei-avot",10,10,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/lechem-shamayim-introduction-to-mishnah-commentary",1,1,0,"VARIANT_A_DOUBLED",1,0,"FULLY_PARSED"
"mishnah/mishnah-arakhin",50,50,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/mishnah-avodah-zarah",50,50,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/mishnah-bava-batra",86,86,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/mishnah-bava-kamma",79,79,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/mishnah-bava-metzia",101,101,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/mishnah-beitzah",42,42,0,"CHAPTER_SECTION",5,0,"FULLY_PARSED"
"mishnah/mishnah-bekhorot",73,73,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/mishnah-berakhot",57,57,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/mishnah-bikkurim",39,39,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"mishnah/mishnah-chagigah",23,23,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/mishnah-challah",38,38,0,"CHAPTER_SECTION",4,0,"FULLY_PARSED"
"mishnah/mishnah-chullin",74,74,0,"CHAPTER_SECTION",12,0,"FULLY_PARSED"
"mishnah/mishnah-demai",53,53,0,"CHAPTER_SECTION",7,0,"FULLY_PARSED"
"mishnah/mishnah-eduyot",74,74,0,"CHAPTER_SECTION",8,0,"FULLY_PARSED"
"mishnah/mishnah-eruvin",96,96,0,"CHAPTER_SECTION",10,0,"FULLY_PARSED"
"mishnah/mishnah-gittin",75,75,0,"CHAPTER_SECTION",9,0,"FULLY_PARSED"
"mishnah/mishnah-horayot",20,20,0,"CHAPTER_SECTION",3,0,"FULLY_PARSED"
"mishnah/mishnah-kelim",254,254,0,"CHAPTER_SECTION",30,0,"FULLY_PARSED"
